Datum;Tmax;Tmittel;Tmin;Tminboden;Windmax_BF;Niederschlag;Sonnenstunden
2020-01-17;9.4;6.8;4.5;2.2;5;0.7;6117
2020-01-18;8;5.2;2.3;0.3;6;0;0
2020-01-19;6.6;2.7;-1;-5.4;4;0;5650
2020-01-20;7.5;4.2;-0.7;-4;5;0;0
2020-01-21;5.3;4.6;3.6;3.2;6;0;0
2020-01-22;7.6;5.5;2.8;-1.9;5;0.1;1283
2020-01-23;6.2;4.7;1.2;-2.4;5;0;0
2020-01-24;2.9;2;1;0.3;4;0;0
2020-01-25;4.1;3;2.2;2.1;4;0;0
2020-01-26;2.9;1.7;0.4;0.5;4;0;0
2020-01-27;7.6;5.2;2.1;0.2;5;3.6;0
2020-01-28;7;4.8;0.4;0;6;4.6;0
2020-01-29;4.6;3.2;0.3;0;6;23.3;0
2020-01-30;8.2;6.4;3.7;2.9;7;4.3;0
2020-01-31;12;9.5;8;7.4;7;1.6;0
2020-02-01;12.3;10.4;7;6;7;2.9;0
2020-02-02;7.9;6;4.4;2.8;7;0.9;0
2020-02-03;8.8;6.6;4.4;3.2;6;3.6;0
2020-02-04;7.4;4.7;2.9;1.3;7;0.6;2883
2020-02-05;6.5;3.2;-1.1;-3.5;6;0;7767
2020-02-06;7.6;5.6;3.6;2.1;5;0.3;0
2020-02-07;6.4;5.4;4.8;4.4;5;0.1;0
2020-02-08;7.6;5.1;1;-0.6;5;0;4100
2020-02-09;12.6;9;5.6;3.9;8;15;0
2020-02-10;8.8;6.3;2.1;1.4;9;10.7;1167
2020-02-11;5.1;3.2;0.6;0;8;21.5;0
2020-02-12;5.3;3;0.8;0.1;8;4.7;1
2020-02-13;4.7;2.6;1;-0.3;6;5.5;1
2020-02-14;5.8;4;2.5;2.2;4;0.1;0
2020-02-15;10.5;7.6;4.6;3.4;6;0;4317
2020-02-16;17.3;12.1;7.9;7.4;8;3.8;0
2020-02-17;10.3;8.1;5.6;4.2;7;1;5500
2020-02-18;8.4;6.3;4.8;4;8;1.3;1850
2020-02-19;7.9;5.7;3.1;1.5;6;1.4;3533
2020-02-20;8.2;5.3;1.7;-0.1;7;6.4;0
2020-02-21;7.7;5.6;2.9;2.3;7;0.8;0
2020-02-22;9.1;7.6;4.9;3.7;9;8.9;0
2020-02-23;7.2;5.1;3;1.6;8;8.4;0
2020-02-24;9.6;4.9;0.4;0;7;12.6;0
2020-02-25;9.6;5.9;2.3;0.8;8;0.6;2050
2020-02-26;6;2.9;-0.3;-2.5;5;3.5;1150
2020-02-27;5.7;2.9;-0.1;-0.7;5;0;1167
2020-02-28;8.4;4.5;1.2;-0.1;7;5.1;6083
2020-02-29;11.4;6.5;1.5;1;7;4;2800
2020-03-01;9.4;5.7;1.8;0.4;7;0.3;2917
2020-03-02;9.5;5.9;3;1.1;4;1.1;6283
2020-03-03;8;5.1;1.1;-1.2;5;3.9;0
2020-03-04;7.5;3.4;-0.4;-4;4;0;1
2020-03-05;9.5;4.2;-2.7;-4;4;0.3;4533
2020-03-06;5.6;4.3;3.4;2.7;5;2.1;0
2020-03-07;8.5;4;-0.2;-3.7;5;0;5017
2020-03-08;12.2;7.7;3.6;2;6;0.7;1517
2020-03-09;11.3;7.6;4.4;2.5;6;2.7;1467
2020-03-10;11.4;7.6;4.7;3.7;7;12.5;0
2020-03-11;12.3;9.2;6.3;5;7;1.5;7017
2020-03-12;10.9;7.9;4.1;2.6;9;0.9;4167
2020-03-13;8.8;5.2;-0.1;-3.8;8;2.7;3700
2020-03-14;7.8;2.8;-4.6;-7.3;5;0;9850
2020-03-15;13.9;8.5;2.3;0.5;6;0;5300
2020-03-16;12.5;8.1;0.5;-3.4;5;0;6150
2020-03-17;13;6.9;-1.6;-4.5;6;0;4867
2020-03-18;12.7;9.8;6.4;4.4;5;2.2;0
2020-03-19;10.8;6.9;3;-0.6;4;0;2100
2020-03-20;8.9;5.7;2.6;-0.3;6;0;0
2020-03-21;7.3;3.2;-4.5;-8.2;6;0;7967
2020-03-22;7.1;1;-5;-8.8;6;0;7450
2020-03-23;7;1.7;-3.8;-7.7;5;0;11317
2020-03-24;8.2;3.2;-2;-8.3;5;0;9600
2020-03-25;10.9;4;-1.9;-7.4;4;0;10983
2020-03-26;10.6;3.8;-3.9;-9.2;6;0;11483
2020-03-27;12.6;5.4;-3;-7.4;5;0;11517
2020-03-28;12.4;6.4;-1.7;-6;6;1.9;11017
2020-03-29;5.1;2.5;-2.5;-7.2;8;2.9;4700
2020-03-30;8;2.1;-3.1;-6.5;5;1.1;4117
2020-03-31;7.8;1.8;-4.8;-7.8;4;0;5867
2020-04-01;8.2;4.6;-1;-3.5;6;0.3;0
2020-04-02;10;7.2;5.1;3.5;7;0.8;1117
2020-04-03;9.5;5.4;-0.2;-5;6;0.2;6567
2020-04-04;13.5;5.7;-1.6;-7;5;0;4867
2020-04-05;16.6;10;-1.1;-5.2;5;0;12100
2020-04-06;21.8;13.5;5.9;1.6;5;0;12350
2020-04-07;17.7;11;2.3;-3.4;5;0;10800
2020-04-08;21.9;12.5;1;-3.9;5;0;10917
2020-04-09;15.7;9.9;4.3;-3.6;5;0;5967
2020-04-10;12.5;6.3;-0.4;-6.5;4;0;11900
2020-04-11;16.2;9;-0.8;-5;4;0;11867
2020-04-12;21.9;13.1;3;-2.1;5;0;12583
2020-04-13;10.8;6.4;0.7;-2;7;0;9817
2020-04-14;10.5;5.3;-1.3;-6.5;6;0;7517
2020-04-15;15.1;9.3;4.4;1.8;6;0;9117
2020-04-16;16.9;9.3;2.6;-1.7;5;0;8450
2020-04-17;14.3;7.3;0.4;-4;4;0;11367
2020-04-18;14.6;7.7;-1.3;-4.7;6;0;12567
2020-04-19;13.1;7.7;-0.1;-6.4;7;0;12917
2020-04-20;15.8;8.5;-0.6;-7.1;6;0;13250
2020-04-21;16.6;10.3;3.3;0.6;7;0;13283
2020-04-22;15.8;9.8;3;-1.8;6;0;13383
2020-04-23;20.7;11.8;0.8;-3.9;4;0;13267
2020-04-24;19.4;11.6;5.6;1.7;6;0;13317
2020-04-25;16.4;10;4.4;-1.4;5;0;7400
2020-04-26;13.2;7.4;1;-3.5;5;0;8200
2020-04-27;20.2;11.1;-0.9;-4.2;4;0;11150
2020-04-28;15.1;10.7;7.6;5.5;5;1.2;5983
2020-04-29;13.1;9.6;4.4;1.5;4;0.8;0
2020-04-30;15;10.6;6.9;5.4;7;24.3;3017
2020-05-01;14.5;9.6;6.5;3.8;6;4.8;3833
2020-05-02;13.3;9.5;6.6;5.2;6;0.3;2183
2020-05-03;14.6;10;5.8;3.8;5;0;1817
2020-05-04;15.1;9;3.9;0;5;0;9833
2020-05-05;13.7;7.6;2.2;-2.4;6;0;8917
2020-05-06;15.4;9.2;0.8;-4;6;0;13767
2020-05-07;16.1;10.9;4;-0.2;5;0;9983
2020-05-08;19.7;10.9;1.6;-2;4;0;11417
2020-05-09;21.5;14;5.1;2.2;4;0;10167
2020-05-10;24.1;15.7;7.8;6.5;6;1.4;8333
2020-05-11;10.8;7.2;2.7;-1.1;7;0.4;7033
2020-05-12;11.2;6.5;0.8;-2.7;6;3.1;6733
2020-05-13;10;6.8;2.5;-0.2;5;1.5;2700
2020-05-14;12.8;7.3;1;-2.3;5;0;10000
2020-05-15;12.6;7.3;0.3;-3.8;6;0.6;4267
2020-05-16;16;10.8;5.2;3.4;6;0;6367
2020-05-17;17.6;12.1;5.8;4.2;6;0;5883
2020-05-18;16.8;13.7;10.7;9.6;6;0;0
2020-05-19;19.2;13.7;6;1;6;0;2433
2020-05-20;18.8;12.2;3.2;-1.8;5;0;11767
2020-05-21;21.2;14.4;7.7;5.9;4;0;9083
2020-05-22;20.5;15.2;9.4;7.6;5;6.1;1567
2020-05-23;17.2;13.4;8.5;6.5;6;3.5;3683
2020-05-24;16.6;12.3;8.5;7.2;7;0;3167
2020-05-25;16.1;12.8;9.7;7.5;6;0;1
2020-05-26;20.4;13.3;7.4;3.1;3;0;5767
2020-05-27;20.8;14.3;6.4;3.2;6;0;9067
2020-05-28;18.9;12.8;5.9;1.7;5;0;14417
2020-05-29;21.4;13.2;4;0.1;5;0;15100
2020-05-30;20.7;13.8;4.6;0.4;5;0;12100
2020-05-31;19.2;14.1;7.1;3.1;6;0;10650
2020-06-01;21.7;15.6;7.5;1.1;6;0;15350
2020-06-02;26.4;17.6;6.5;2.4;4;0;14967
2020-06-03;25.3;17.4;8.2;5.1;5;0.8;8833
2020-06-04;22;14.6;11.1;10.4;6;9.7;1017
2020-06-05;17.5;12;8.3;7.1;6;3.9;4617
2020-06-06;17;11.4;6.9;4.7;6;0.4;9067
2020-06-07;19.1;13.5;7.6;3.3;5;0;8717
2020-06-08;19;13.2;5.7;1.5;3;0;5467
2020-06-09;19.1;14.3;8.9;5.5;5;0;7683
2020-06-10;20.3;15.8;9;5.1;5;0.2;8067
2020-06-11;19;15.5;13.9;13.8;5;1.4;1
2020-06-12;22.1;16.9;13.7;13.7;5;2.1;5200
2020-06-13;18.6;15.9;14.4;14.1;5;20.7;0
2020-06-14;23.1;17.2;12.9;10.6;6;0;6283
2020-06-15;23.1;17.4;10.9;7.1;5;0;15683
2020-06-16;25.8;18.5;8.5;5.6;4;0;14383
2020-06-17;26.5;20.2;11.8;9.4;5;0;14683
2020-06-18;23.5;18.5;13;10.6;4;0.4;11883
2020-06-19;17.9;16.8;15.4;14.8;4;3;0
2020-06-20;21.3;17.3;13.7;12.3;6;0;1417
2020-06-21;23.8;17.9;11.3;9.4;4;0;13650
2020-06-22;24.1;18.6;10;5;6;0;11450
2020-06-23;24;16.8;7.7;2.9;6;0;15483
2020-06-24;24.6;18.4;9.2;5.4;5;0;13567
2020-06-25;27;21.2;13.9;10.2;6;0;11067
2020-06-26;29.3;23.4;16.3;13.8;5;0;13883
2020-06-27;30.9;22.5;15.4;12.3;5;3.4;10017
2020-06-28;23.6;18.8;11.7;8.9;6;3.1;2150
2020-06-29;23;17.3;10.6;7.6;5;0.3;9050
2020-06-30;17.3;15.4;12.4;12.4;6;2.1;0
2020-07-01;22.1;16.7;12.4;11.6;5;13.7;6383
2020-07-02;20.2;16.1;13.9;12.6;4;6.3;1167
2020-07-03;21.5;16.9;13.7;12.8;5;0.5;2100
2020-07-04;18.1;16.8;15.1;14.2;6;3.2;0
2020-07-05;23.1;18;13.5;12.1;7;1.2;3433
2020-07-06;18.3;14.5;11.2;9.5;7;3.2;7867
2020-07-07;19.8;13.7;9.6;8;6;1.4;7100
2020-07-08;19.3;13.9;7.2;4.1;5;1.5;5883
2020-07-09;13.4;11.3;7.5;5.2;5;26;0
2020-07-10;16;12.5;9;5.2;6;5.6;1350
2020-07-11;19.8;13.9;7.9;4.6;5;2.5;9683
2020-07-12;19.3;14;7.7;3.3;5;0;8117
2020-07-13;22.1;15.8;6.7;2.5;5;0;13800
2020-07-14;23.5;16.2;9.2;5.9;5;3.4;5833
2020-07-15;19.4;15.2;11.2;7.6;4;4.1;3483
2020-07-16;21;15.4;10.1;7.2;4;0;4017
2020-07-17;24.3;17.5;11;7.3;4;0;10967
2020-07-18;25.5;18.9;9.9;6.7;4;0;9667
2020-07-19;27.9;21.2;14.2;11;5;0.6;5333
2020-07-20;21.7;16.5;9.7;4.9;5;0.3;7217
2020-07-21;19.5;14.4;8.7;4;5;0.7;5400
2020-07-22;20.8;14.2;7.8;3.8;4;0;4350
2020-07-23;22.1;17;10.5;7.6;4;0;9050
2020-07-24;23.1;18;11.6;6.6;6;0.3;5283
2020-07-25;24.9;18;8.8;5.3;4;0.8;3517
2020-07-26;22.9;18.4;11.6;7.8;6;3.4;5433
2020-07-27;22.2;17.8;9.9;6.4;4;0;3467
2020-07-28;22.6;18.3;13.3;11.3;6;0.7;5017
2020-07-29;19.4;15.8;13.1;11.8;6;0.1;1
2020-07-30;21.8;15.8;10;6.7;5;0;8817
2020-07-31;25.6;17.6;9.3;5;4;0;13333
2020-08-01;29.6;21.1;10;7;5;0;8900
2020-08-02;24.1;19;12.3;10.8;6;3.2;3817
2020-08-03;22.4;16.1;10.2;5.2;4;0;8100
2020-08-04;22.3;16.2;10.1;6.2;5;0;9717
2020-08-05;28;20.5;10.5;8.1;5;0;12050
2020-08-06;31.5;22.7;11.7;8.6;4;0;14133
2020-08-07;31.4;23;12.5;8.7;5;0;13900
2020-08-08;31.5;24;15.5;12.3;5;0;12950
2020-08-09;29.2;22.8;15.4;11.9;5;0;8617
2020-08-10;30.7;23.3;16.9;13.4;5;0;12700
2020-08-11;31.9;23.5;15.8;12.6;5;0;13583
2020-08-12;31.3;22.9;14;10.7;5;0;13300
2020-08-13;28.9;21.8;14.3;10;5;0;12850
2020-08-14;27.5;21.2;15.4;12.8;4;0;10333
2020-08-15;31;23;15;12.3;5;0;12633
2020-08-16;31.2;24.2;15.2;13.5;4;0;12333
2020-08-17;31.5;22.6;13.4;9.9;5;4.7;9683
2020-08-18;27;20.7;16.1;13.9;4;0.5;4950
2020-08-19;26.8;20;13.5;11;4;0;8733
2020-08-20;28.3;22.7;17.8;15.3;4;0;1950
2020-08-21;25.6;22.2;17.7;15.4;4;0.4;1633
2020-08-22;26.1;19.6;15.5;11.7;6;0.3;2883
2020-08-23;22.5;17.2;14.1;12.1;6;2.2;5650
2020-08-24;18.1;15;12.8;11.8;5;10.5;1
2020-08-25;19.8;15.8;10.6;7.9;5;4.4;6500
2020-08-26;19.7;16.5;14.9;14.1;7;10.8;1283
2020-08-27;19.1;15.6;11.6;10.2;7;3.8;6033
